report_id,date,site,location,report_type,description,activity,predicted_activity,predicted_equipment,predicted_hazards,predicted_barrier_failures,predicted_precursor_tags,predicted_potential_consequences,sif_prediction,sif_probability,predicted_lsr,primary_lsr_predicted,sif_label,primary_lsr,lsr_tags,hazard,barrier_failure,potential_consequence,precursor_tags,severity
REP-9AC7080C,2020-12-16,Facility Bravo,Drilling Floor,Incident,Driver doing Site Patrol in Pickup Truck P-12 parked slightly outside the designated lines.,Site Patrol,"[""Vehicle Movement""]","[""Truck P-12"", ""Pickup Truck""]",[],[],[],[],0,0.0607,"[""Driving""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-98ED0B44,2022-05-14,Facility Bravo,Pipe Rack 2,Near Miss,"While Transporting Personnel with Forklift, the driver was observed Seatbelt not worn. This led to a near miss involving Vehicle collision.",Transporting Personnel,"[""Vehicle Movement""]","[""Forklift""]","[""Vehicle Interaction""]","[""TRAFFIC_CONTROL_FAILURE""]","[""vehicle-interaction""]","[""Vehicle / Pedestrian Injury""]",1,0.9674,"[""Driving""]",Driving,1,Driving,Driving,Vehicle collision,Seatbelt not worn,Fatal traffic accident,high speed|poor road conditions,Medium
REP-E89B2FBB,2020-04-10,Station Foxtrot,Boiler Area,Near Miss,Critical Non-routine Task on Utility Area proceeded despite PTW not issued. This breakdown in authorization risked Simultaneous operations clash.,Non-routine Task,"[""Operations""]","[""Utility Area""]","[""Unidentified Hazards""]","[""WORK_AUTHORIZATION_FAILURE""]","[""expired-permit""]",[],1,0.9272,"[""Work Authorization"", ""Bypassing Safety Controls""]",Work Authorization,1,Work Authorization,Work Authorization,Simultaneous operations clash,PTW not issued,Serious injury due to lack of hazard awareness,unauthorized work|simops,High
REP-F0CB46B3,2022-03-26,Refinery Delta,Pipe Rack 2,Unsafe Act,Operator engaged in System Maintenance admitted to bypassing safety logic on DCS System. Override left active is a severe breach leading to Process safety event.,System Maintenance,"[""Maintenance""]","[""System Maintenance"", ""In System"", ""Dcs System""]",[],"[""SAFETY_DEVICE_BYPASS""]","[""bypassed-interlock""]","[""Major Process Safety Event""]",1,0.8764,"[""Bypassing Safety Controls"", ""Safe Mechanical Lifting""]",Bypassing Safety Controls,1,Bypassing Safety Controls,Bypassing Safety Controls,Process safety event,Override left active,Catastrophic release,disabled safety device|unauthorized override,High
REP-4C28E434,2021-01-08,Site Alpha,Loading Bay,Near Miss,Worker doing Non-routine Task at Camp Facility did not sign the permit exactly on the line.,Non-routine Task,"[""Operations""]","[""Camp Facility""]",[],[],[],[],0,0.1681,"[""Work Authorization""]",Work Authorization,0,Work Authorization,Work Authorization|Line of Fire,,,Minor injury,,Low
REP-E0212187,2022-11-21,Facility Bravo,Pipe Rack 2,Near Miss,Indicator bulb on Fire & Gas Panel was burnt out during Process Operation.,Process Operation,"[""Operations""]","[""Panel Was"", ""Gas Panel""]",[],[],[],[],0,0.1345,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls,,,Minor injury,,Low
REP-21FF87B8,2020-08-31,Refinery Delta,Control Room,Unsafe Act,Fire extinguisher near Pipe Spool P-10 for Grinding was due for monthly inspection next week.,Grinding,"[""Hot Work"", ""Maintenance""]","[""Spool P-10"", ""Pipe Spool""]",[],[],[],[],0,0.0956,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-6B09F43A,2023-09-11,Facility Bravo,Boiler Area,Unsafe Condition,Worker doing General Maintenance at Camp Facility did not sign the permit exactly on the line.,General Maintenance,"[""Maintenance""]","[""Camp Facility""]",[],[],[],[],0,0.107,"[""Work Authorization""]",Work Authorization,0,Work Authorization,Work Authorization,,,Minor injury,,Low
REP-4C71129B,2023-03-12,Facility Bravo,Deck 3,Unsafe Condition,Fire extinguisher near Welding Machine W-1 for Grinding was due for monthly inspection next week.,Grinding,"[""Hot Work"", ""Maintenance""]","[""Welding Machine""]",[],[],[],[],0,0.1052,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-90776489,2020-02-03,Facility Bravo,Boiler Area,Unsafe Act,"While conducting Torquing with Drill Pipe, an IP stepped into the danger zone. Tension line snapped resulted in the worker being in the Line of Fire for Caught between objects.",Torquing,"[""Torquing"", ""Drilling""]","[""Drill Pipe""]","[""Line-of-Fire Exposure""]","[""LINE_OF_FIRE_CONTROL_FAILURE""]","[""line-of-fire""]",[],1,0.914,"[""Line of Fire"", ""Hot Work""]",Line of Fire,1,Line of Fire,Line of Fire,Caught between objects,Tension line snapped,Crush injury,pressure test|moving machinery,High
REP-629D4083,2021-11-22,Station Foxtrot,Pipe Rack 2,Unsafe Act,"While preparing for Inspection on Heat Exchanger HX-2, found that the lock for LOTO was slightly rusted, making it hard to use.",Inspection,"[""Maintenance""]","[""Heat Exchanger Hx-2"", ""On Heat Exchanger""]",[],[],[],[],0,0.0563,"[""Energy Isolation""]",Energy Isolation,0,Energy Isolation,Energy Isolation,,,Minor injury,,Low
REP-DC9025CC,2023-01-19,Refinery Delta,Control Room,Incident,The horn on Chain Block sounded a bit quiet during Hoisting.,Hoisting,"[""Mechanical Lifting""]","[""Block Sounded"", ""Chain Block""]",[],[],[],[],0,0.0615,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-EAE7A56B,2022-08-02,Refinery Delta,Pipe Rack 2,Incident,Radio in Pickup Truck P-12 was left on high volume after Material Delivery.,Material Delivery,"[""Vehicle Movement""]","[""Truck P-12"", ""Pickup Truck""]",[],[],[],[],0,0.0256,"[""Driving""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-E827E6D5,2021-02-05,Refinery Delta,Pump Room,Near Miss,"During Trenching, a piece of non-tensioned wire from Drill Pipe was left on the floor.",Trenching,"[""Excavation"", ""Drilling""]","[""Drill Pipe""]",[],[],[],[],0,0.0932,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-616908F0,2023-06-22,Platform Charlie,Control Room,Unsafe Act,"While preparing for Pipefitting on Compressor C-10, found that the lock for LOTO was slightly rusted, making it hard to use.",Pipefitting,"[""Pipefitting""]","[""Compressor C-10"", ""On Compressor""]",[],[],[],[],0,0.0305,"[""Energy Isolation""]",Energy Isolation,0,Energy Isolation,Energy Isolation,,,Minor injury,,Low
REP-1499CAC6,2021-12-23,Terminal Echo,Main Workshop,Unsafe Condition,"During Painting, a 5kg wrench was dropped from Pipe Rack Level 3. No barricade below meant the area below was not clear. Dropped object was a near miss.",Painting,"[""Painting""]","[""Pipe Rack""]","[""Dropped Object""]","[""BARRICADING_FAILURE""]","[""missing-barricade""]",[],1,0.8254,"[""Work at Height"", ""Safe Mechanical Lifting""]",Work at Height,1,Work at Height,Work at Height,Dropped object,No barricade below,Serious head injury from dropped object,unsecured tools|open hole,Medium
REP-A2149129,2021-06-17,Site Alpha,Drilling Floor,Unsafe Condition,"During Trenching, a piece of non-tensioned wire from Drill Pipe was left on the floor.",Trenching,"[""Excavation"", ""Drilling""]","[""Drill Pipe""]",[],[],[],[],0,0.0932,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-BC6E2EAD,2023-11-23,Facility Bravo,Drilling Floor,Near Miss,Fire extinguisher near Angle Grinder for Soldering was due for monthly inspection next week.,Soldering,"[""Hot Work"", ""Maintenance""]","[""Angle Grinder""]",[],[],[],[],0,0.0927,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-BCC69EF5,2023-10-24,Platform Charlie,Main Workshop,Unsafe Condition,"A safety camera caught Light Vehicle engaged in Transporting Personnel. The footage revealed Using mobile phone, which is a precursor to Loss of control.",Transporting Personnel,"[""Vehicle Movement""]","[""Light Vehicle""]","[""Vehicle Interaction""]","[""TRAFFIC_CONTROL_FAILURE""]","[""vehicle-interaction""]","[""Vehicle / Pedestrian Injury""]",1,0.9097,"[""Driving""]",Driving,1,Driving,Driving|Work Authorization,Loss of control,Using mobile phone,Severe whiplash,poor road conditions|distracted driving,High
REP-7182F1F9,2021-04-28,Platform Charlie,Pump Room,Unsafe Act,A heavy skid was being moved during Crane Lifting. No tag lines used led to a near miss involving Dropped suspended load near Mobile Crane.,Crane Lifting,"[""Mechanical Lifting"", ""Loading/Unloading""]","[""Crane Lifting"", ""During Crane"", ""Mobile Crane""]","[""Suspended Load""]","[""LIFTING_CONTROL_FAILURE""]","[""suspended-load""]","[""Struck-By Injury"", ""Crushing Injury""]",1,0.8691,"[""Safe Mechanical Lifting"", ""Line of Fire""]",Safe Mechanical Lifting,1,Safe Mechanical Lifting,Safe Mechanical Lifting,Dropped suspended load,No tag lines used,Multiple serious injuries,suspended load|dynamic loading,High
REP-87FE3E96,2020-12-21,Platform Charlie,Loading Bay,Incident,The entry log for Underground Sump during Internal Inspection was smudged with dirt.,Internal Inspection,"[""Maintenance""]","[""Sump""]",[],[],[],[],0,0.0297,"[""Confined Space""]",Confined Space,0,Confined Space,Confined Space,,,Minor injury,,Low
REP-24553322,2021-08-03,Site Alpha,Pump Room,Near Miss,Radio in Vacuum Truck was left on high volume after Transporting Personnel.,Transporting Personnel,"[""Vehicle Movement""]","[""Truck Was"", ""Vacuum Truck""]",[],[],[],[],0,0.1085,"[""Driving""]",Driving,0,Driving,Driving|Safe Mechanical Lifting,,,Minor injury,,Low
REP-B2948036,2022-11-19,Terminal Echo,Pipe Rack 2,Near Miss,"While investigating DCS System, it was found that Interlock bridged during Alarm Testing. This exposed the facility to Equipment destruction.",Alarm Testing,"[""Operations""]","[""Dcs System""]",[],"[""SAFETY_DEVICE_BYPASS""]","[""bypassed-interlock""]","[""Major Equipment Damage""]",1,0.9743,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,1,Bypassing Safety Controls,Bypassing Safety Controls,Equipment destruction,Interlock bridged,Multiple fatalities,bypassed interlock|unauthorized override,Medium
REP-920F22A0,2021-07-26,Platform Charlie,Boiler Area,Unsafe Condition,"During Torquing, a piece of non-tensioned wire from Drill Pipe was left on the floor.",Torquing,"[""Torquing"", ""Drilling""]","[""Drill Pipe""]",[],[],[],[],0,0.1024,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-468EDC12,2022-10-25,Facility Bravo,Main Workshop,Unsafe Act,Fire extinguisher near Oxy-Acetylene Torch for Torch Cutting was due for monthly inspection next week.,Torch Cutting,"[""Hot Work"", ""Maintenance""]","[""Torch""]",[],[],[],[],0,0.1705,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-F332AECB,2021-04-20,Site Alpha,Loading Bay,Unsafe Condition,Indicator bulb on DCS System was burnt out during System Maintenance.,System Maintenance,"[""Maintenance""]","[""System Was"", ""System Maintenance"", ""Dcs System"", ""During System""]",[],[],[],[],0,0.0599,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls|Safe Mechanical Lifting,,,Minor injury,,Low
REP-C50B2819,2023-07-20,Refinery Delta,Pipe Rack 2,Unsafe Condition,"During Structural Inspection, worker used the correct harness but the inspection log was not filled in for Pipe Rack Level 3.",Structural Inspection,"[""Maintenance""]","[""Pipe Rack""]",[],[],[],[],0,0.188,"[""Work at Height""]",Work at Height,0,Work at Height,Work at Height,,,Minor injury,,Low
REP-A54CCA40,2023-11-14,Facility Bravo,Storage Tank A,Incident,Paint on Overhead Gantry used for Hoisting is peeling off.,Hoisting,"[""Mechanical Lifting"", ""Painting""]","[""Gantry""]",[],[],[],[],0,0.0603,"[""Safe Mechanical Lifting"", ""Hot Work""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-EED3A3DB,2023-12-12,Facility Bravo,Drilling Floor,Near Miss,Worker doing Non-routine Task at Utility Area did not sign the permit exactly on the line.,Non-routine Task,"[""Operations""]","[""Utility Area""]",[],[],[],[],0,0.1094,"[""Work Authorization""]",Work Authorization,0,Work Authorization,Work Authorization,,,Minor injury,,Low
REP-721B3EBE,2020-01-15,Station Foxtrot,Main Workshop,Unsafe Act,Worker observed performing Rigging on Crane C-1 at 15 meters. It was noted that Missing toe boards. A Dropped object could have resulted in a fatality.,Rigging,"[""Mechanical Lifting""]","[""Crane C-1"", ""On Crane"", ""Rigging""]","[""Dropped Object""]","[""FALL_PROTECTION_FAILURE""]","[""fall-protection""]","[""Fatal Exposure""]",1,0.9684,"[""Work at Height"", ""Line of Fire""]",Work at Height,1,Work at Height,Work at Height,Dropped object,Missing toe boards,Fatality from fall,unsecured tools|working aloft,Medium
REP-F1BE61D4,2022-04-07,Terminal Echo,Deck 3,Incident,"Operator was performing Maintenance on Heat Exchanger HX-2. It was discovered that Padlock missing, leaving the system vulnerable to Electrical shock. Work was stopped immediately.",Maintenance,"[""Maintenance""]","[""Heat Exchanger Hx-2"", ""System Vulnerable"", ""On Heat Exchanger"", ""The System""]","[""Electrical Energy""]","[""ENERGY_ISOLATION_FAILURE""]","[""missing-loto""]","[""Electrical Injury""]",1,0.9462,"[""Energy Isolation"", ""Bypassing Safety Controls""]",Energy Isolation,1,Energy Isolation,Energy Isolation,Electrical shock,Padlock missing,Severe chemical burns,inadequate isolation|live electrical,Medium
REP-5CE51CD5,2020-03-07,Platform Charlie,Boiler Area,Unsafe Act,"During Torquing, High Pressure Hose failed unexpectedly. Because Barricades ignored, the worker was exposed to Caught between objects. Fortunately, the worker jumped back in time.",Torquing,"[""Torquing""]","[""Pressure Hose""]","[""Line-of-Fire Exposure"", ""Pressurized Equipment""]","[""BARRICADING_FAILURE""]","[""line-of-fire"", ""missing-barricade"", ""pressurized-system""]","[""Major Process Safety Event""]",1,0.9613,"[""Line of Fire""]",Line of Fire,1,Line of Fire,Line of Fire,Caught between objects,Barricades ignored,Fatal impact,moving machinery|pressure test,Medium
REP-D4DD76A4,2020-05-09,Refinery Delta,Loading Bay,Unsafe Condition,Worker doing Contractor Work at Workshop did not sign the permit exactly on the line.,Contractor Work,"[""Contractor Work""]","[""Workshop""]",[],[],[],[],0,0.0704,"[""Work Authorization"", ""Line of Fire""]",Work Authorization,0,Work Authorization,Work Authorization|Line of Fire,,,Minor injury,,Low
REP-7BF55887,2020-07-25,Station Foxtrot,Storage Tank A,Near Miss,"Worker doing Vessel Welding in Separator V-10 complained about poor lighting, though gas levels were normal.",Vessel Welding,"[""Hot Work""]","[""Vessel Welding"", ""Separator V-10"", ""Doing Vessel"", ""In Separator""]",[],[],[],[],0,0.1267,"[""Confined Space""]",Confined Space,0,Confined Space,Confined Space,,,Minor injury,,Low
REP-9B7D1C02,2023-01-11,Facility Bravo,Drilling Floor,Near Miss,"During Structural Inspection, worker used the correct harness but the inspection log was not filled in for Crane C-1.",Structural Inspection,"[""Mechanical Lifting"", ""Maintenance""]","[""Crane C-1"", ""For Crane""]",[],[],[],[],0,0.1479,"[""Work at Height""]",Work at Height,0,Work at Height,Work at Height,,,Minor injury,,Low
REP-8809A1F6,2021-06-18,Platform Charlie,Control Room,Unsafe Act,Worker's chin strap on helmet was loose during Roof Repair on Roof Access Ladder.,Roof Repair,"[""Working at Height"", ""Maintenance""]","[""Ladder""]",[],[],[],[],0,0.0464,"[""Work at Height""]",Work at Height,0,Work at Height,Work at Height,,,Minor injury,,Low
REP-BD406A6C,2022-10-16,Station Foxtrot,Deck 3,Unsafe Condition,"During a walkaround, found personnel doing Non-routine Task on Camp Facility. JSA not discussed meant they had no controls for Unidentified hazards.",Non-routine Task,"[""Operations""]","[""Camp Facility""]","[""Unidentified Hazards""]","[""WORK_AUTHORIZATION_FAILURE""]","[""expired-permit""]",[],1,0.9202,"[""Work Authorization""]",Work Authorization,1,Work Authorization,Work Authorization,Unidentified hazards,JSA not discussed,Serious injury due to lack of hazard awareness,poor communication|unauthorized work,High
REP-3530AC03,2020-04-21,Terminal Echo,Loading Bay,Unsafe Condition,The welding lead for Angle Grinder was slightly tangled during Grinding.,Grinding,"[""Hot Work""]","[""Angle Grinder""]",[],[],[],[],0,0.1521,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-44F7E7FF,2022-11-19,Platform Charlie,Boiler Area,Unsafe Condition,"Operator was performing Repair on Heat Exchanger HX-2. It was discovered that Energy not verified zero, leaving the system vulnerable to Steam leak. Work was stopped immediately.",Repair,"[""Maintenance""]","[""Heat Exchanger Hx-2"", ""System Vulnerable"", ""On Heat Exchanger"", ""The System""]","[""Loss of Containment""]","[""ENERGY_ISOLATION_FAILURE""]","[""missing-loto""]","[""Major Process Safety Event""]",1,0.8264,"[""Energy Isolation"", ""Bypassing Safety Controls""]",Energy Isolation,1,Energy Isolation,Energy Isolation,Steam leak,Energy not verified zero,Asphyxiation,toxic fluid|live electrical,High
REP-EE440387,2023-03-18,Terminal Echo,Drilling Floor,Unsafe Act,"Screen on DCS System was dirty, making it hard to read during Process Operation.",Process Operation,"[""Operations""]","[""System Was"", ""Dcs System""]",[],[],[],[],0,0.089,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls,,,Minor injury,,Low
REP-A1693E03,2023-09-21,Site Alpha,Deck 3,Near Miss,Fire extinguisher near Angle Grinder for Grinding was due for monthly inspection next week.,Grinding,"[""Hot Work"", ""Maintenance""]","[""Angle Grinder""]",[],[],[],[],0,0.1214,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
