report_id,date,site,location,report_type,description,sif_prediction,sif_probability,primary_lsr,predicted_activity,predicted_equipment,predicted_hazards,predicted_barrier_failures,predicted_potential_consequences,predicted_precursor_tags,predicted_lsr
REP-DFBCDB76,2023-01-03,Refinery Delta,Boiler Area,Unsafe Condition,"A contractor began Torch Cutting using Pipe Spool P-10. A safety walk discovered Fire watcher absent, immediately stopping work due to Toxic fumes risk.",1,0.8172,Hot Work,"[{""value"": ""Hot Work"", ""evidence"": ""Torch Cutting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Chemical Handling"", ""evidence"": ""Toxic"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}, {""value"": ""Contractor Work"", ""evidence"": ""contractor"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Pipeline"", ""evidence"": ""Spool P-10"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Torch"", ""evidence"": ""Torch"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Fire/Explosion"", ""evidence"": ""Fire"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}, {""value"": ""Toxic Gas"", ""evidence"": ""Toxic fumes"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""COMMUNICATION_FAILURE"", ""evidence"": ""Fire watcher absent"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Toxic Exposure"", ""evidence"": ""fumes"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Fire Injury"", ""evidence"": ""Fire"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}, {""value"": ""Explosion Injury"", ""evidence"": ""Fire"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}, {""value"": ""Major Process Safety Event"", ""evidence"": ""Fire"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]","[""communication-failure""]","[{""rule"": ""Hot Work"", ""score"": 0.8855323635827679}]"
REP-0E3F18D6,2020-06-27,Platform Charlie,Storage Tank A,Near Miss,"During Grinding, a piece of non-tensioned wire from Excavator was left on the floor.",0,0.1321,Line of Fire,"[{""value"": ""Hot Work"", ""evidence"": ""Grinding"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""Excavator"", ""evidence"": ""Excavator"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Line of Fire"", ""score"": 0.9519252719624484}]"
REP-1D7D6145,2023-06-01,Refinery Delta,Pump Room,Unsafe Condition,"During Pressure Testing, Drill Pipe failed unexpectedly. Because Standing in pinch point, the worker was exposed to Struck by moving object. Fortunately, the worker jumped back in time.",1,0.9543,Line of Fire,"[{""value"": ""Drilling"", ""evidence"": ""Drill"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Pressure Testing"", ""evidence"": ""Pressure Testing"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Drill Pipe"", ""evidence"": ""Drill Pipe"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Line-of-Fire Exposure"", ""evidence"": ""pinch point"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""LINE_OF_FIRE_CONTROL_FAILURE"", ""evidence"": ""Standing in pinch point"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Struck-By Injury"", ""evidence"": ""Struck by"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[""line-of-fire""]","[{""rule"": ""Line of Fire"", ""score"": 0.9575941787779221}]"
REP-DE833CD1,2020-09-28,Platform Charlie,Pump Room,Incident,"The tag for Pump P-204 was faded during Inspection. No Electrical shock was present, but tag needs replacement.",0,0.1546,Energy Isolation,"[{""value"": ""Maintenance"", ""evidence"": ""Inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Pump"", ""evidence"": ""Pump P-204"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],"[{""value"": ""Electrical Injury"", ""evidence"": ""shock"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[{""rule"": ""Energy Isolation"", ""score"": 0.9595387995949016}]"
REP-268BC2A4,2020-05-13,Station Foxtrot,Pipe Rack 2,Unsafe Act,Operator logged System Maintenance for DCS System in the wrong logbook.,0,0.024,Bypassing Safety Controls,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""System Maintenance"", ""evidence"": ""System Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""System In"", ""evidence"": ""System in"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Logged System"", ""evidence"": ""logged System"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Electrical Panel"", ""evidence"": ""DCS System"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.9652244527089083}, {""rule"": ""Work Authorization"", ""score"": 0.4197562102937099}]"
REP-37B40B2D,2022-02-26,Station Foxtrot,Boiler Area,Unsafe Act,Tools used for Tank Cleaning in Storage Tank A were left outside the entrance untidily.,0,0.0493,Confined Space,"[{""value"": ""Confined Space Entry"", ""evidence"": ""Tank Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Cleaning"", ""evidence"": ""Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Tank"", ""evidence"": ""Tank Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Confined Space"", ""score"": 0.9465000580308065}]"
REP-FF073861,2020-09-06,Platform Charlie,Storage Tank A,Incident,"Scaffolding tubes for Scaffold Tower B were stored untidily, causing a minor trip hazard during Rigging.",0,0.1839,Work at Height,"[{""value"": ""Mechanical Lifting"", ""evidence"": ""Rigging"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}, {""value"": ""Working at Height"", ""evidence"": ""Scaffolding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Scaffold"", ""evidence"": ""Scaffold"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Rigging"", ""evidence"": ""Rigging"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.96744093830893}]"
REP-0EAEA4F4,2023-08-26,Site Alpha,Pipe Rack 2,Unsafe Condition,"Scaffolding tubes for Crane C-1 were stored untidily, causing a minor trip hazard during Structural Inspection.",0,0.0837,Work at Height,"[{""value"": ""Maintenance"", ""evidence"": ""Inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Mechanical Lifting"", ""evidence"": ""Crane"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}, {""value"": ""Working at Height"", ""evidence"": ""Scaffolding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Crane"", ""evidence"": ""Crane C-1"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.966612555272115}, {""rule"": ""Safe Mechanical Lifting"", ""score"": 0.356489764339713}]"
REP-91ED1E4E,2020-08-31,Platform Charlie,Pump Room,Unsafe Act,Worker observed performing Roof Repair on Scaffold Tower B at 15 meters. It was noted that Harness not clipped. A Fall from height could have resulted in a fatality.,1,0.7489,Work at Height,"[{""value"": ""Maintenance"", ""evidence"": ""Repair"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Working at Height"", ""evidence"": ""Scaffold"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Scaffold"", ""evidence"": ""Scaffold"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Fall from Height"", ""evidence"": ""Fall from height"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""FALL_PROTECTION_FAILURE"", ""evidence"": ""Harness not clipped"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Fall Injury"", ""evidence"": ""Fall"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Fatal Exposure"", ""evidence"": ""fatality"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Fatal Fall"", ""evidence"": ""Fall from height"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]","[""fall-protection""]","[{""rule"": ""Work at Height"", ""score"": 0.9852809224080582}]"
REP-24E70F1F,2021-11-24,Terminal Echo,Control Room,Unsafe Act,"While Transporting Personnel with Vacuum Truck, the driver was observed Brakes defective. This led to a near miss involving Pedestrian impact.",1,0.9734,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Transporting Personnel"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Vacuum Truck"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle Interaction"", ""evidence"": ""Pedestrian impact"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""TRAFFIC_CONTROL_FAILURE"", ""evidence"": ""Brakes defective"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle / Pedestrian Injury"", ""evidence"": ""Pedestrian impact"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[""vehicle-interaction""]","[{""rule"": ""Driving"", ""score"": 0.968655194171941}, {""rule"": ""Line of Fire"", ""score"": 0.5480392500585779}]"
REP-9A511CCA,2023-11-23,Site Alpha,Drilling Floor,Unsafe Act,"The tag for Pump P-204 was faded during Maintenance. No H2S exposure was present, but tag needs replacement.",0,0.0824,Energy Isolation,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Pump"", ""evidence"": ""Pump P-204"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Energy Isolation"", ""score"": 0.9528184210949001}]"
REP-AE1A00E1,2020-12-14,Terminal Echo,Drilling Floor,Incident,Operator logged Alarm Testing for Pressure Safety Valve PSV-90 in the wrong logbook.,0,0.2392,Bypassing Safety Controls,"[{""value"": ""Operations"", ""evidence"": ""Alarm Testing"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Valve"", ""evidence"": ""Valve PSV-90"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.9672736617741352}]"
REP-23984075,2020-07-28,Terminal Echo,Boiler Area,Unsafe Condition,Welder doing Welding with Oxy-Acetylene Torch had untucked coveralls.,0,0.0366,Hot Work,"[{""value"": ""Hot Work"", ""evidence"": ""Welder"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Torch"", ""evidence"": ""Torch"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.9713164742140258}]"
REP-66313BBE,2022-08-04,Site Alpha,Deck 3,Unsafe Condition,"During Welding with Welding Machine W-1, Gas test expired allowed slag to ignite a small fire. Fire potential was extremely high.",1,0.9142,Hot Work,"[{""value"": ""Hot Work"", ""evidence"": ""Welding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Welding Machine"", ""evidence"": ""Welding Machine"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Fire/Explosion"", ""evidence"": ""fire"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""GAS_TEST_FAILURE"", ""evidence"": ""Gas test expired"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Fire Injury"", ""evidence"": ""fire"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}, {""value"": ""Explosion Injury"", ""evidence"": ""fire"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}, {""value"": ""Major Process Safety Event"", ""evidence"": ""fire"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]","[""gas-test-failure""]","[{""rule"": ""Hot Work"", ""score"": 0.9549080125888262}]"
REP-A8EE27AD,2020-04-05,Refinery Delta,Control Room,Unsafe Condition,Radio in Light Vehicle was left on high volume after Heavy Haulage.,0,0.0725,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Heavy Haulage"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Light Vehicle"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Driving"", ""score"": 0.976121307905242}, {""rule"": ""Confined Space"", ""score"": 0.3673639389061888}]"
REP-5D7EEFC0,2022-06-04,Refinery Delta,Loading Bay,Near Miss,"Scaffolding tubes for Cherry Picker were stored untidily, causing a minor trip hazard during Rigging.",0,0.1581,Work at Height,"[{""value"": ""Mechanical Lifting"", ""evidence"": ""Rigging"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}, {""value"": ""Working at Height"", ""evidence"": ""Scaffolding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Rigging"", ""evidence"": ""Rigging"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Cherry Picker"", ""evidence"": ""Cherry Picker"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.9748130030739495}]"
REP-863B3D8F,2022-03-12,Refinery Delta,Pump Room,Incident,"While conducting Torquing with Winch W-2, an IP stepped into the danger zone. Standing in pinch point resulted in the worker being in the Line of Fire for Caught between objects.",1,0.9685,Line of Fire,"[{""value"": ""Torquing"", ""evidence"": ""Torquing"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""Crane"", ""evidence"": ""Winch W-2"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Line-of-Fire Exposure"", ""evidence"": ""Line of Fire"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""LINE_OF_FIRE_CONTROL_FAILURE"", ""evidence"": ""Standing in pinch point"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[""line-of-fire""]","[{""rule"": ""Line of Fire"", ""score"": 0.8809873906511774}, {""rule"": ""Hot Work"", ""score"": 0.5650628307393941}]"
REP-D9B34195,2022-08-19,Site Alpha,Loading Bay,Unsafe Act,"Worker doing Tank Cleaning in Underground Sump complained about poor lighting, though gas levels were normal.",0,0.0601,Confined Space,"[{""value"": ""Confined Space Entry"", ""evidence"": ""Tank Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Cleaning"", ""evidence"": ""Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Tank"", ""evidence"": ""Tank Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Vessel"", ""evidence"": ""Sump"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Confined Space"", ""score"": 0.9750418415297645}]"
REP-D0D54819,2020-06-02,Terminal Echo,Loading Bay,Near Miss,"Noticed Pump P-204 had a minor weep during Repair. LOTO was applied correctly, but cleanup was delayed.",0,0.0601,Energy Isolation,"[{""value"": ""Maintenance"", ""evidence"": ""Repair"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Pump"", ""evidence"": ""Pump P-204"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Energy Isolation"", ""score"": 0.7913279604736045}]"
REP-77F2C805,2020-05-04,Site Alpha,Storage Tank A,Near Miss,Critical General Maintenance on Utility Area proceeded despite Wrong permit type. This breakdown in authorization risked Unidentified hazards.,1,0.9353,Work Authorization,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Facility"", ""evidence"": ""Utility Area"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Unidentified Hazards"", ""evidence"": ""Unidentified hazards"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""WORK_AUTHORIZATION_FAILURE"", ""evidence"": ""Wrong permit type"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[""expired-permit""]","[{""rule"": ""Work Authorization"", ""score"": 0.9082586676925709}, {""rule"": ""Confined Space"", ""score"": 0.4033678563608207}]"
REP-95B292D8,2021-09-27,Station Foxtrot,Drilling Floor,Unsafe Condition,"While inspecting Compressor C-10, H2S exposure was narrowly avoided because Padlock missing.",1,0.9105,Energy Isolation,"[{""value"": ""Maintenance"", ""evidence"": ""inspecting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Compressor"", ""evidence"": ""Compressor C-10"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""H2S Exposure"", ""evidence"": ""H2S"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""ENERGY_ISOLATION_FAILURE"", ""evidence"": ""Padlock missing"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Toxic Exposure"", ""evidence"": ""H2S"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}, {""value"": ""Loss of Consciousness"", ""evidence"": ""H2S"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}, {""value"": ""Fatal Exposure"", ""evidence"": ""H2S"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]","[""missing-loto""]","[{""rule"": ""Energy Isolation"", ""score"": 0.9015858140309735}]"
REP-3CEE7166,2023-05-18,Refinery Delta,Deck 3,Incident,Permit for Contractor Work at Workshop had a minor spelling mistake in the supervisor's name.,0,0.0604,Work Authorization,"[{""value"": ""Contractor Work"", ""evidence"": ""Contractor Work"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Facility"", ""evidence"": ""Workshop"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work Authorization"", ""score"": 0.9701382667623936}]"
REP-C3019B85,2020-02-03,Terminal Echo,Main Workshop,Incident,"While conducting Torquing with Drill Pipe, an IP stepped into the danger zone. Exclusion zone breached resulted in the worker being in the Line of Fire for Caught between objects.",1,0.9554,Line of Fire,"[{""value"": ""Drilling"", ""evidence"": ""Drill"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Torquing"", ""evidence"": ""Torquing"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""Drill Pipe"", ""evidence"": ""Drill Pipe"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Line-of-Fire Exposure"", ""evidence"": ""Line of Fire"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""LINE_OF_FIRE_CONTROL_FAILURE"", ""evidence"": ""Exclusion zone breached"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[""line-of-fire""]","[{""rule"": ""Line of Fire"", ""score"": 0.8197637653552521}, {""rule"": ""Hot Work"", ""score"": 0.3776795632629436}]"
