report_id,date,site,location,report_type,activity,description,sif_label,sif_potential,primary_lsr,lsr_tags,hazard,barrier_failure,equipment,potential_consequence,actual_consequence,precursor_tags,severity
REP-02AAEC2F,2023-01-14,Terminal Echo,Loading Bay,Near Miss,Rigging,Paint on Mobile Crane used for Rigging is peeling off.,0,0.36,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Mobile Crane,Minor injury,None,,Low
REP-AC92F1A4,2022-06-28,Platform Charlie,Pump Room,Incident,Grinding,Welder doing Grinding with Pipe Spool P-10 had untucked coveralls.,0,0.18,Hot Work,Hot Work,None,None,Pipe Spool P-10,Minor injury,None,,Low
REP-416B5935,2023-01-12,Platform Charlie,Drilling Floor,Unsafe Act,Torch Cutting,Welder doing Torch Cutting with Welding Machine W-1 had untucked coveralls.,0,0.24,Hot Work,Hot Work,None,None,Welding Machine W-1,Minor injury,None,,Low
REP-1F004D32,2021-11-03,Platform Charlie,Control Room,Incident,Crane Lifting,"Crane Lifting was taking place with Mobile Crane. It was found that Overloaded crane, which is a severe violation that could result in Crane tip-over.",1,0.73,Safe Mechanical Lifting,Safe Mechanical Lifting,Crane tip-over,Overloaded crane,Mobile Crane,Crush fatality,None,dynamic loading|blind lift,Medium
REP-98BC6F7A,2020-06-18,Station Foxtrot,Boiler Area,Unsafe Condition,Pressure Testing,"Pressure Testing was being performed. Safety pin removed allowed personnel to walk directly under Winch W-2, posing a severe Caught between objects.",1,0.97,Line of Fire,Line of Fire,Caught between objects,Safety pin removed,Winch W-2,Fatal impact,None,moving machinery|pressure test,Medium
REP-202D04C6,2021-03-15,Station Foxtrot,Boiler Area,Near Miss,Torch Cutting,The welding lead for Welding Machine W-1 was slightly tangled during Torch Cutting.,0,0.05,Hot Work,Hot Work,None,None,Welding Machine W-1,Minor injury,None,,Low
REP-01EE9417,2020-09-21,Refinery Delta,Pipe Rack 2,Unsafe Act,Rigging,Operator of Overhead Gantry during Rigging forgot his safety glasses but was in an enclosed cab.,0,0.08,Safe Mechanical Lifting,Safe Mechanical Lifting|Driving,None,None,Overhead Gantry,Minor injury,None,,Low
REP-568739A6,2021-09-14,Station Foxtrot,Pump Room,Unsafe Condition,Welding,Fire extinguisher near Angle Grinder for Welding was due for monthly inspection next week.,0,0.09,Hot Work,Hot Work,None,None,Angle Grinder,Minor injury,None,,Low
REP-BC741D2A,2021-08-05,Site Alpha,Deck 3,Near Miss,Scaffolding,"During Scaffolding, worker used the correct harness but the inspection log was not filled in for Pipe Rack Level 3.",0,0.25,Work at Height,Work at Height,None,None,Pipe Rack Level 3,Minor injury,None,,Low
REP-A12CF9E5,2020-10-27,Site Alpha,Drilling Floor,Incident,Painting,"During Painting, worker used the correct harness but the inspection log was not filled in for Pipe Rack Level 3.",0,0.23,Work at Height,Work at Height,None,None,Pipe Rack Level 3,Minor injury,None,,Low
REP-4610E997,2022-06-18,Refinery Delta,Main Workshop,Unsafe Act,Pipefitting,"While inspecting Valve V-99, H2S exposure was narrowly avoided because Energy not verified zero.",1,0.72,Energy Isolation,Energy Isolation,H2S exposure,Energy not verified zero,Valve V-99,"Fire, serious injury or fatal exposure",Property Damage,live electrical|toxic fluid,High
REP-C36601AC,2022-02-06,Facility Bravo,Pump Room,Unsafe Act,Internal Inspection,Tools used for Internal Inspection in Underground Sump were left outside the entrance untidily.,0,0.28,Confined Space,Confined Space,None,None,Underground Sump,Minor injury,None,,Low
REP-872FC674,2022-02-16,Platform Charlie,Main Workshop,Unsafe Condition,Contractor Work,Permit for Contractor Work at Workshop had a minor spelling mistake in the supervisor's name.,0,0.2,Work Authorization,Work Authorization,None,None,Workshop,Minor injury,None,,Low
REP-85E3CF74,2023-12-09,Facility Bravo,Loading Bay,Unsafe Condition,Torquing,Barricade tape for Torquing near Winch W-2 was blown down by the wind. No operations were ongoing.,0,0.38,Line of Fire,Line of Fire,None,None,Winch W-2,Minor injury,None,,Low
REP-73D789A5,2023-07-28,Terminal Echo,Pipe Rack 2,Incident,Scaffolding,"Scaffolding tubes for Scaffold Tower B were stored untidily, causing a minor trip hazard during Scaffolding.",0,0.11,Work at Height,Work at Height,None,None,Scaffold Tower B,Minor injury,None,,Low
REP-17E9BBA5,2021-07-30,Station Foxtrot,Drilling Floor,Incident,Tank Cleaning,Tools used for Tank Cleaning in Separator V-10 were left outside the entrance untidily.,0,0.37,Confined Space,Confined Space,None,None,Separator V-10,Minor injury,None,,Low
REP-AC9460FC,2021-04-17,Facility Bravo,Storage Tank A,Unsafe Condition,Heavy Haulage,The Crew Bus was slightly dirty during Heavy Haulage.,0,0.16,Driving,Driving,None,None,Crew Bus,Minor injury,None,,Low
REP-41E8F409,2020-01-03,Refinery Delta,Deck 3,Unsafe Act,Grinding,Barricade tape for Grinding near Excavator was blown down by the wind. No operations were ongoing.,0,0.24,Line of Fire,Line of Fire|Driving,None,None,Excavator,Minor injury,None,,Low
REP-58CBAA06,2023-09-14,Facility Bravo,Deck 3,Near Miss,Pressure Testing,Barricade tape for Pressure Testing near Drill Pipe was blown down by the wind. No operations were ongoing.,0,0.32,Line of Fire,Line of Fire,None,None,Drill Pipe,Minor injury,None,,Low
REP-53BC0BBD,2022-10-27,Refinery Delta,Loading Bay,Near Miss,Transporting Personnel,The Light Vehicle was slightly dirty during Transporting Personnel.,0,0.31,Driving,Driving,None,None,Light Vehicle,Minor injury,None,,Low
REP-C1ACD108,2022-02-20,Terminal Echo,Pipe Rack 2,Unsafe Act,Transporting Personnel,Radio in Light Vehicle was left on high volume after Transporting Personnel.,0,0.28,Driving,Driving,None,None,Light Vehicle,Minor injury,None,,Low
REP-2E9D7514,2020-12-19,Terminal Echo,Main Workshop,Near Miss,Grinding,Fire extinguisher near Pipe Spool P-10 for Grinding was due for monthly inspection next week.,0,0.2,Hot Work,Hot Work,None,None,Pipe Spool P-10,Minor injury,None,,Low
REP-9BDB20AD,2021-03-13,Terminal Echo,Main Workshop,Unsafe Condition,Crane Lifting,The horn on Mobile Crane sounded a bit quiet during Crane Lifting.,0,0.08,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Mobile Crane,Minor injury,None,,Low
REP-BB0DDB60,2020-09-26,Station Foxtrot,Pipe Rack 2,Unsafe Act,Tank Cleaning,Tools used for Tank Cleaning in Separator V-10 were left outside the entrance untidily.,0,0.09,Confined Space,Confined Space,None,None,Separator V-10,Minor injury,None,,Low
REP-4B7629A4,2020-09-24,Station Foxtrot,Control Room,Incident,Grinding,"A contractor began Grinding using Welding Machine W-1. A safety walk discovered Combustibles not cleared, immediately stopping work due to Explosion risk.",1,0.9,Hot Work,Hot Work|Confined Space,Explosion,Combustibles not cleared,Welding Machine W-1,Major fire,None,ignition source|flammable atmosphere,Medium
REP-35AD2F86,2020-04-06,Refinery Delta,Main Workshop,Incident,Lifting,"During Lifting, a piece of non-tensioned wire from Hydraulic Torque Wrench was left on the floor.",0,0.14,Line of Fire,Line of Fire,None,None,Hydraulic Torque Wrench,Minor injury,None,,Low
REP-6A76B9D4,2023-11-01,Site Alpha,Boiler Area,Unsafe Act,Repair,"While inspecting Heat Exchanger HX-2, Electrical shock was narrowly avoided because Padlock missing.",1,0.86,Energy Isolation,Energy Isolation,Electrical shock,Padlock missing,Heat Exchanger HX-2,Asphyxiation,None,live electrical|stored energy,Medium
REP-40710CBC,2020-02-29,Platform Charlie,Loading Bay,Near Miss,Roof Repair,Worker's chin strap on helmet was loose during Roof Repair on Pipe Rack Level 3.,0,0.38,Work at Height,Work at Height,None,None,Pipe Rack Level 3,Minor injury,None,,Low
REP-C2A36356,2023-02-15,Platform Charlie,Storage Tank A,Incident,System Maintenance,"While investigating Pressure Safety Valve PSV-90, it was found that Interlock bridged during System Maintenance. This exposed the facility to Overpressure.",1,0.85,Bypassing Safety Controls,Bypassing Safety Controls,Overpressure,Interlock bridged,Pressure Safety Valve PSV-90,Major explosion,First Aid,unauthorized override|bypassed interlock,High
REP-791AEC01,2023-04-05,Platform Charlie,Main Workshop,Near Miss,Pipefitting,"While preparing for Pipefitting on Compressor C-10, found that the lock for LOTO was slightly rusted, making it hard to use.",0,0.03,Energy Isolation,Energy Isolation,None,None,Compressor C-10,Minor injury,None,,Low
REP-A63D6C7F,2023-05-23,Refinery Delta,Boiler Area,Incident,Contractor Work,Permit for Contractor Work at Camp Facility had a minor spelling mistake in the supervisor's name.,0,0.13,Work Authorization,Work Authorization,None,None,Camp Facility,Minor injury,None,,Low
REP-62E4111B,2021-12-04,Station Foxtrot,Pipe Rack 2,Near Miss,Grinding,"While conducting Grinding with Hydraulic Torque Wrench, an IP stepped into the danger zone. Standing in pinch point resulted in the worker being in the Line of Fire for Caught between objects.",1,0.93,Line of Fire,Line of Fire,Caught between objects,Standing in pinch point,Hydraulic Torque Wrench,Crush injury,Property Damage,suspended load|moving machinery,Medium
REP-81C069B1,2022-04-14,Facility Bravo,Loading Bay,Near Miss,Lifting,Barricade tape for Lifting near Drill Pipe was blown down by the wind. No operations were ongoing.,0,0.25,Line of Fire,Line of Fire,None,None,Drill Pipe,Minor injury,None,,Low
REP-F90DBEB2,2021-07-30,Refinery Delta,Boiler Area,Near Miss,Rigging,Worker's chin strap on helmet was loose during Rigging on Cherry Picker.,0,0.29,Work at Height,Work at Height,None,None,Cherry Picker,Minor injury,None,,Low
REP-D98AB3A5,2023-12-17,Platform Charlie,Pipe Rack 2,Incident,Grinding,Welder doing Grinding with Angle Grinder had untucked coveralls.,0,0.04,Hot Work,Hot Work,None,None,Angle Grinder,Minor injury,None,,Low
REP-6F108669,2022-04-02,Terminal Echo,Main Workshop,Near Miss,Torch Cutting,The welding lead for Oxy-Acetylene Torch was slightly tangled during Torch Cutting.,0,0.32,Hot Work,Hot Work,None,None,Oxy-Acetylene Torch,Minor injury,None,,Low
REP-3899F2B9,2021-07-28,Facility Bravo,Deck 3,Unsafe Condition,Grinding,The welding lead for Pipe Spool P-10 was slightly tangled during Grinding.,0,0.09,Hot Work,Hot Work,None,None,Pipe Spool P-10,Minor injury,None,,Low
REP-52EC96F5,2022-01-30,Terminal Echo,Storage Tank A,Incident,Welding,Fire extinguisher near Welding Machine W-1 for Welding was due for monthly inspection next week.,0,0.07,Hot Work,Hot Work|Bypassing Safety Controls,None,None,Welding Machine W-1,Minor injury,None,,Low
REP-3DCA231B,2023-04-20,Site Alpha,Main Workshop,Unsafe Condition,General Maintenance,Permit for General Maintenance at Process Module 4 had a minor spelling mistake in the supervisor's name.,0,0.15,Work Authorization,Work Authorization,None,None,Process Module 4,Minor injury,None,,Low
REP-3B1E2C41,2021-03-13,Station Foxtrot,Pump Room,Incident,Crane Lifting,Paint on Overhead Gantry used for Crane Lifting is peeling off.,0,0.36,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Overhead Gantry,Minor injury,None,,Low
REP-A449417B,2020-09-06,Refinery Delta,Pipe Rack 2,Near Miss,Vessel Welding,Tools used for Vessel Welding in Reactor R-5 were left outside the entrance untidily.,0,0.28,Confined Space,Confined Space,None,None,Reactor R-5,Minor injury,None,,Low
REP-B7CCBF77,2023-09-09,Platform Charlie,Boiler Area,Incident,Lifting,"Worker performing Lifting on Winch W-2 had their hands slightly close to a rough edge, causing a minor scratch.",0,0.15,Line of Fire,Line of Fire|Hot Work,None,None,Winch W-2,Minor injury,None,,Low
REP-4796AC3C,2023-10-17,Site Alpha,Pipe Rack 2,Incident,Heavy Haulage,The Crew Bus was slightly dirty during Heavy Haulage.,0,0.35,Driving,Driving,None,None,Crew Bus,Minor injury,None,,Low
REP-6B47FAC5,2022-08-16,Site Alpha,Deck 3,Near Miss,Pressure Testing,"During Pressure Testing, a piece of non-tensioned wire from High Pressure Hose was left on the floor.",0,0.08,Line of Fire,Line of Fire,None,None,High Pressure Hose,Minor injury,None,,Low
REP-78F47CE4,2020-11-07,Refinery Delta,Boiler Area,Unsafe Condition,Repair,"Noticed Compressor C-10 had a minor weep during Repair. LOTO was applied correctly, but cleanup was delayed.",0,0.02,Energy Isolation,Energy Isolation|Bypassing Safety Controls,None,None,Compressor C-10,Minor injury,None,,Low
REP-22E8204C,2020-12-02,Site Alpha,Loading Bay,Unsafe Act,Torquing,"While conducting Torquing with High Pressure Hose, an IP stepped into the danger zone. Standing in pinch point resulted in the worker being in the Line of Fire for High pressure release.",1,0.92,Line of Fire,Line of Fire|Hot Work,High pressure release,Standing in pinch point,High Pressure Hose,Severe lacerations,First Aid,suspended load|tensioned line,Medium
REP-6504C973,2021-12-22,Station Foxtrot,Loading Bay,Unsafe Condition,Torch Cutting,"During Torch Cutting with Angle Grinder, Fire watcher absent allowed slag to ignite a small fire. Toxic fumes potential was extremely high.",1,0.74,Hot Work,Hot Work|Line of Fire,Toxic fumes,Fire watcher absent,Angle Grinder,Fatal burns,Property Damage,hydrocarbon presence|ignition source,High
REP-CB510B7A,2022-05-24,Site Alpha,Pipe Rack 2,Near Miss,Grinding,"During Grinding, Hydraulic Torque Wrench failed unexpectedly. Because Safety pin removed, the worker was exposed to High pressure release. Fortunately, the worker jumped back in time.",1,0.77,Line of Fire,Line of Fire|Bypassing Safety Controls,High pressure release,Safety pin removed,Hydraulic Torque Wrench,Amputation,First Aid,pinch point|suspended load,Medium
REP-8B02D518,2020-09-04,Terminal Echo,Boiler Area,Unsafe Condition,Contractor Work,JSA for Contractor Work near Process Module 4 was printed on crumpled paper.,0,0.32,Work Authorization,Work Authorization,None,None,Process Module 4,Minor injury,None,,Low
REP-3F9F8A61,2022-10-06,Station Foxtrot,Storage Tank A,Near Miss,Scaffolding,"During Scaffolding, worker used the correct harness but the inspection log was not filled in for Roof Access Ladder.",0,0.04,Work at Height,Work at Height|Safe Mechanical Lifting,None,None,Roof Access Ladder,Minor injury,None,,Low
REP-6C189CC4,2021-03-19,Station Foxtrot,Boiler Area,Unsafe Condition,Rigging,The horn on Chain Block sounded a bit quiet during Rigging.,0,0.39,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Chain Block,Minor injury,None,,Low
REP-08C9BA71,2023-07-16,Facility Bravo,Boiler Area,Near Miss,Transporting Personnel,Radio in Pickup Truck P-12 was left on high volume after Transporting Personnel.,0,0.4,Driving,Driving,None,None,Pickup Truck P-12,Minor injury,None,,Low
REP-A376F479,2021-05-16,Site Alpha,Deck 3,Unsafe Act,Process Operation,"Screen on Fire & Gas Panel was dirty, making it hard to read during Process Operation.",0,0.2,Bypassing Safety Controls,Bypassing Safety Controls|Work Authorization,None,None,Fire & Gas Panel,Minor injury,None,,Low
REP-C879635C,2023-08-30,Terminal Echo,Drilling Floor,Unsafe Condition,Contractor Work,JSA for Contractor Work near Process Module 4 was printed on crumpled paper.,0,0.31,Work Authorization,Work Authorization,None,None,Process Module 4,Minor injury,None,,Low
REP-8614854B,2022-01-18,Refinery Delta,Deck 3,Near Miss,Painting,"Painting was ongoing near Roof Access Ladder when grating was removed. Lanyard defective left the hole unprotected, creating a high risk of Dropped object.",1,0.94,Work at Height,Work at Height|Hot Work,Dropped object,Lanyard defective,Roof Access Ladder,Multiple fractures,Property Damage,open hole|unsecured tools,High
REP-FBCCEB5B,2021-07-02,Site Alpha,Deck 3,Near Miss,General Maintenance,Permit for General Maintenance at Utility Area had a minor spelling mistake in the supervisor's name.,0,0.18,Work Authorization,Work Authorization,None,None,Utility Area,Minor injury,None,,Low
REP-2645EA40,2020-01-02,Facility Bravo,Pump Room,Near Miss,Crane Lifting,The horn on Mobile Crane sounded a bit quiet during Crane Lifting.,0,0.03,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Mobile Crane,Minor injury,None,,Low
REP-5FCF13DC,2021-05-13,Station Foxtrot,Storage Tank A,Incident,Lifting,"During Lifting, Winch W-2 failed unexpectedly. Because Standing in pinch point, the worker was exposed to Caught between objects. Fortunately, the worker jumped back in time.",1,0.72,Line of Fire,Line of Fire,Caught between objects,Standing in pinch point,Winch W-2,Amputation,Property Damage,tensioned line|suspended load,Medium
